ticker_yahoo,statut_prix
YCS,couvert
YELP,couvert
YETI,couvert
YEXT,couvert
YHOO,sans_prix
YNDX,sans_prix
YOU,couvert
YRAIF,couvert
YRD,couvert
YTEN,sans_prix
YTRA,couvert
YUM,couvert
YUMC,couvert
YXI,couvert
YY,sans_prix
Z,couvert
ZAYO,sans_prix
ZBH,couvert
ZBRA,couvert
ZEN,sans_prix
ZG,couvert
ZI,sans_prix
ZIMV,sans_prix
ZION,couvert
ZIOP,sans_prix
ZLNDY,couvert
ZM,couvert
ZMH,sans_prix
ZMLP,prix_corrompu
ZN,sans_prix
ZNGA,sans_prix
ZOOM,sans_prix
ZROZ,couvert
ZS,couvert
ZTO,couvert
ZTS,couvert
ZU,sans_prix
ZUO,sans_prix
ZURVY,couvert
ZW,sans_prix
