ticker,asset_class,sector_gics,etf_proxy,source,note
RTL,stock,Real Estate,XLRE,llm,
RTN,stock,Industrials,XLI,llm,
RTNB,stock,Information Technology,XLK,yfinance,
RTO,stock,Industrials,XLI,yfinance,
RTX,stock,Industrials,XLI,yfinance,
RUK,stock,Communication Services,XLC,llm,
RUM,stock,Communication Services,XLC,yfinance,
RUN,stock,Information Technology,XLK,yfinance,
RUSHA,stock,Consumer Discretionary,XLY,yfinance,
RUSHB,stock,Consumer Discretionary,XLY,yfinance,
RVI,stock,Financials,XLF,yfinance,
RVLV,stock,Consumer Discretionary,XLY,yfinance,
RVNC,stock,Health Care,XLV,llm,
RVT,stock,Financials,XLF,yfinance,
RVTY,stock,Health Care,XLV,yfinance,
RWEOY,stock,Utilities,XLU,yfinance,
RWL,stock,Health Care,XLV,llm,
RWT,stock,Real Estate,XLRE,yfinance,
RWTN,unknown,,,none,
RXN,stock,Industrials,XLI,llm,
RXT,stock,Information Technology,XLK,yfinance,
RY,stock,Financials,XLF,yfinance,
RYAAY,stock,Industrials,XLI,yfinance,
RYAM,stock,Materials,XLB,yfinance,
RYAOF,stock,Industrials,XLI,yfinance,
RYCEY,stock,Industrials,XLI,yfinance,
RYDBF,stock,Energy,XLE,llm,
RYH,stock,Health Care,XLV,llm,
RYL,stock,Consumer Discretionary,XLY,llm,
RYN,stock,Real Estate,XLRE,yfinance,
RYT,stock,Information Technology,XLK,llm,
S,stock,Information Technology,XLK,yfinance,
SABR,stock,Information Technology,XLK,yfinance,
SACC,unknown,,,none,
SACM,unknown,,,none,
SAFM,stock,Consumer Staples,XLP,llm,
SAFRY,stock,Industrials,XLI,yfinance,
SAGE,stock,Health Care,XLV,llm,
SAGI,stock,Health Care,XLV,llm,
SAIA,stock,Industrials,XLI,yfinance,
SAIC,stock,Information Technology,XLK,yfinance,
SALRY,stock,Consumer Staples,XLP,yfinance,
SAM,stock,Consumer Staples,XLP,yfinance,
SAN,stock,Financials,XLF,yfinance,
SAND,stock,Materials,XLB,llm,
SANM,stock,Information Technology,XLK,yfinance,
SAP,stock,Information Technology,XLK,yfinance,
SAPE,stock,Health Care,XLV,llm,
SARAQ,stock,Consumer Discretionary,XLY,llm,
SARO,stock,Industrials,XLI,yfinance,
SATS,stock,Communication Services,XLC,yfinance,
SAVA,stock,Health Care,XLV,llm,
SAVE,stock,Industrials,XLI,llm,
SAXPY,stock,Financials,XLF,yfinance,
SBAC,stock,Real Estate,XLRE,yfinance,
SBCF,stock,Financials,XLF,yfinance,
SBFM,stock,Health Care,XLV,yfinance,
SBGI,stock,Communication Services,XLC,yfinance,
SBGSF,stock,Industrials,XLI,yfinance,
SBGSY,stock,Industrials,XLI,yfinance,
SBH,stock,Consumer Discretionary,XLY,yfinance,
SBIG,stock,Information Technology,XLK,yfinance,
SBIO,stock,Health Care,XLV,llm,
SBLK,stock,Industrials,XLI,yfinance,
SBMC,stock,Financials,XLF,llm,
SBMRY,stock,Consumer Staples,XLP,llm,
SBNY,stock,Financials,XLF,yfinance,
SBPYX,unknown,,,none,
SBRA,stock,Real Estate,XLRE,yfinance,
SBSI,stock,Financials,XLF,yfinance,
SBUFQ,stock,Financials,XLF,llm,
SBUX,stock,Consumer Discretionary,XLY,yfinance,
SC,stock,Financials,XLF,llm,
SCCE,unknown,,,none,
SCCO,stock,Materials,XLB,yfinance,
SCD,stock,Financials,XLF,yfinance,
SCG,stock,Utilities,XLU,llm,
SCGLY,stock,Financials,XLF,yfinance,
SCHA,etf_broad,,SCHA,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
SCHD,etf_broad,,SCHD,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
SCHE,unknown,,,none,
SCHF,etf_broad,,SCHF,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
SCHH,etf_sector,,XLRE,manuel,ETF Schwab immobilier — reclassé (2026-08-11)
SCHN,stock,Materials,XLB,llm,
SCHP,etf_broad,,SCHP,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
SCHW,stock,Financials,XLF,yfinance,
SCHX,etf_broad,,SCHX,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
SCHZ,unknown,,,none,
SCI,stock,Consumer Discretionary,XLY,yfinance,
SCMWY,stock,Communication Services,XLC,yfinance,
SCMY,unknown,,,none,
SCTY,stock,Utilities,XLU,llm,
SCU,stock,Financials,XLF,llm,
SCX,stock,Industrials,XLI,llm,
SCZ,unknown,,,none,
SDC,stock,Health Care,XLV,llm,
SDLP,stock,Energy,XLE,llm,
SDOG,unknown,,,none,
SDOT,stock,Consumer Staples,XLP,yfinance,
SDRL,stock,Energy,XLE,yfinance,
SDVKY,stock,Industrials,XLI,yfinance,
SDVY,unknown,,,none,
SDXAY,stock,Industrials,XLI,yfinance,
SDY,etf_broad,,SDY,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
SDZNY,stock,Health Care,XLV,yfinance,
SE,stock,Consumer Discretionary,XLY,yfinance,
SEDG,stock,Information Technology,XLK,yfinance,
SEE,stock,Materials,XLB,llm,
SEH,stock,Energy,XLE,llm,
SEI,stock,Energy,XLE,yfinance,
SEIC,stock,Financials,XLF,yfinance,
SEKEY,stock,Information Technology,XLK,yfinance,
SELX,stock,Information Technology,XLK,llm,
SEM,stock,Health Care,XLV,yfinance,
SEMG,stock,Energy,XLE,llm,
SEP,stock,Energy,XLE,llm,
SERV,stock,Industrials,XLI,yfinance,
SF,stock,Financials,XLF,yfinance,
SFE,stock,Information Technology,XLK,llm,
SFL,stock,Industrials,XLI,yfinance,
SFLY,stock,Consumer Discretionary,XLY,llm,
SFM,stock,Consumer Staples,XLP,yfinance,
SFNC,stock,Financials,XLF,yfinance,
SFST,stock,Financials,XLF,yfinance,
SFTBF,stock,Communication Services,XLC,yfinance,
SFTBY,stock,Communication Services,XLC,yfinance,
SGAPY,stock,Communication Services,XLC,yfinance,
SGBK,stock,Financials,XLF,llm,
SGBLY,stock,Financials,XLF,yfinance,
SGEN,stock,Health Care,XLV,llm,
SGENX,unknown,,,none,
SGH,stock,Information Technology,XLK,llm,
SGI,stock,Consumer Discretionary,XLY,yfinance,
SGIOY,stock,Health Care,XLV,yfinance,
SGMA,stock,Information Technology,XLK,llm,
SGNL,stock,Health Care,XLV,llm,
SGSOY,stock,Industrials,XLI,yfinance,
SGU,stock,Energy,XLE,yfinance,
SGY,stock,Energy,XLE,llm,
SH,etf_broad,,SH,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
SHAK,stock,Consumer Discretionary,XLY,yfinance,
SHCR,stock,Health Care,XLV,llm,
SHECY,stock,Materials,XLB,yfinance,
SHEL,stock,Energy,XLE,yfinance,
SHG,stock,Financials,XLF,yfinance,
SHLS,stock,Information Technology,XLK,yfinance,
SHLX,stock,Energy,XLE,llm,
SHO,stock,Real Estate,XLRE,yfinance,
SHOO,stock,Consumer Discretionary,XLY,yfinance,
SHOP,stock,Information Technology,XLK,yfinance,
SHOS,stock,Consumer Discretionary,XLY,llm,
SHPG,stock,Health Care,XLV,llm,
SHPGF,stock,Health Care,XLV,llm,
SHTDY,stock,Health Care,XLV,yfinance,
SHV,etf_broad,,SHV,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
SHW,stock,Materials,XLB,yfinance,
SHY,etf_broad,,SHY,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
SHYF,stock,Consumer Discretionary,XLY,llm,
SHYG,unknown,,,none,
SI,stock,Financials,XLF,llm,
SIE,stock,Financials,XLF,llm,
SIEGY,stock,Industrials,XLI,yfinance,
SIG,stock,Consumer Discretionary,XLY,yfinance,
SIGCY,stock,Consumer Discretionary,XLY,yfinance,
SIGI,stock,Financials,XLF,yfinance,
SII,stock,Financials,XLF,yfinance,
SIL,stock,Materials,XLB,llm,
SILK,stock,Health Care,XLV,llm,
SIMO,stock,Information Technology,XLK,yfinance,
SINGY,stock,Industrials,XLI,yfinance,
SIR,stock,Real Estate,XLRE,llm,
SIRE,stock,Energy,XLE,llm,
SIRI,stock,Communication Services,XLC,yfinance,
SISI,stock,Consumer Staples,XLP,yfinance,
SITC,stock,Real Estate,XLRE,yfinance,
SITE,stock,Industrials,XLI,yfinance,
SIVB,stock,Financials,XLF,llm,
SIX,stock,Consumer Discretionary,XLY,llm,
SJI,stock,Utilities,XLU,llm,
SJM,stock,Consumer Staples,XLP,yfinance,
SJR,stock,Communication Services,XLC,llm,
SJT,stock,Energy,XLE,yfinance,
SKBSY,stock,Industrials,XLI,yfinance,
SKFRY,stock,Industrials,XLI,yfinance,
SKHCY,stock,Health Care,XLV,llm,
SKHHY,stock,Health Care,XLV,yfinance,
SKHSY,stock,Consumer Discretionary,XLY,yfinance,
SKLTY,stock,Communication Services,XLC,yfinance,
SKLZ,stock,Communication Services,XLC,yfinance,
SKT,stock,Real Estate,XLRE,yfinance,
SKVKY,stock,Industrials,XLI,llm,
SKWD,stock,Financials,XLF,yfinance,
SKX,stock,Consumer Discretionary,XLY,llm,
SKY,stock,Consumer Discretionary,XLY,yfinance,
SKYAY,stock,Industrials,XLI,llm,
SKYY,stock,Information Technology,XLK,llm,
SLAB,stock,Information Technology,XLK,yfinance,
SLB,stock,Energy,XLE,yfinance,
SLF,stock,Financials,XLF,yfinance,
SLG,stock,Real Estate,XLRE,yfinance,
SLGC,stock,Health Care,XLV,llm,
SLGN,stock,Consumer Discretionary,XLY,yfinance,
SLH,stock,Industrials,XLI,llm,
SLLDY,stock,Financials,XLF,yfinance,
SLM,stock,Financials,XLF,yfinance,
SLND,stock,Industrials,XLI,yfinance,
SLNT,stock,Information Technology,XLK,llm,
SLQD,unknown,,,none,
SLV,etf_broad,,SLV,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
SLVM,stock,Materials,XLB,yfinance,
SLW,stock,Materials,XLB,llm,
SLY,unknown,,,none,
SM,stock,Energy,XLE,yfinance,
SMA,stock,Real Estate,XLRE,yfinance,
SMAR,stock,Information Technology,XLK,llm,
SMAWF,stock,Industrials,XLI,yfinance,
SMCAY,stock,Industrials,XLI,yfinance,
SMCI,stock,Information Technology,XLK,yfinance,
SMCWX,unknown,,,none,
SMCY,stock,Materials,XLB,llm,
SMCYY,stock,Information Technology,XLK,llm,
SMDV,stock,Industrials,XLI,llm,
SMECF,stock,Industrials,XLI,yfinance,
SMEGF,stock,Industrials,XLI,yfinance,
SMEZ,unknown,,,none,
SMFG,stock,Financials,XLF,yfinance,
SMFKY,stock,Consumer Staples,XLP,llm,
SMFNF,stock,Financials,XLF,yfinance,
SMG,stock,Materials,XLB,yfinance,
SMGIX,unknown,,,none,
SMGZY,stock,Industrials,XLI,yfinance,
SMLP,stock,Energy,XLE,llm,
SMMCU,stock,Information Technology,XLK,llm,
SMMNY,stock,Health Care,XLV,yfinance,
SMNEY,stock,Utilities,XLU,llm,
SMNNY,stock,Consumer Discretionary,XLY,yfinance,
SMPL,stock,Consumer Staples,XLP,yfinance,
SMPNY,stock,Financials,XLF,yfinance,
SMR,stock,Industrials,XLI,yfinance,
SMRA,stock,Real Estate,XLRE,llm,
SMTA,stock,Real Estate,XLRE,llm,
SMTC,stock,Information Technology,XLK,yfinance,
SMTOY,stock,Consumer Discretionary,XLY,yfinance,
SMTX,stock,Materials,XLB,llm,
SN,stock,Consumer Discretionary,XLY,yfinance,
SNA,stock,Industrials,XLI,yfinance,
SNAP,stock,Communication Services,XLC,yfinance,
SNC,stock,Financials,XLF,llm,
SNDA,stock,Health Care,XLV,yfinance,
SNDK,stock,Information Technology,XLK,yfinance,
SNDR,stock,Industrials,XLI,yfinance,
SNE,stock,Consumer Discretionary,XLY,llm,
SNEJF,stock,Information Technology,XLK,yfinance,
SNGNF,stock,Communication Services,XLC,yfinance,
SNH,stock,Real Estate,XLRE,llm,
SNHNI,stock,Real Estate,XLRE,llm,
SNHY,stock,Consumer Discretionary,XLY,llm,
SNI,stock,Communication Services,XLC,llm,
SNMX,stock,Materials,XLB,llm,
SNN,stock,Health Care,XLV,yfinance,
SNNUF,stock,Health Care,XLV,yfinance,
SNOW,stock,Information Technology,XLK,yfinance,
SNP,stock,Energy,XLE,llm,
SNPHY,stock,Health Care,XLV,yfinance,
SNPS,stock,Information Technology,XLK,yfinance,
SNR,stock,Real Estate,XLRE,llm,
SNRE,stock,Real Estate,XLRE,llm,
SNREY,stock,Real Estate,XLRE,llm,
SNV,stock,Financials,XLF,llm,
SNX,stock,Information Technology,XLK,yfinance,
SNY,stock,Health Care,XLV,yfinance,
SO,stock,Utilities,XLU,yfinance,
SOAGY,stock,Health Care,XLV,yfinance,
SOAR,stock,Industrials,XLI,yfinance,
SOBKY,stock,Communication Services,XLC,yfinance,
SOFI,stock,Financials,XLF,yfinance,
SOHO,stock,Real Estate,XLRE,llm,
SOI,stock,Energy,XLE,llm,
SOJA,unknown,,,none,
SOLO,stock,Consumer Discretionary,XLY,llm,
SOLS,stock,Materials,XLB,yfinance,
SOLSV,unknown,,,none,
SOLV,stock,Health Care,XLV,yfinance,
SOMLY,stock,Industrials,XLI,yfinance,
SOMMY,stock,Materials,XLB,yfinance,
SON,stock,Consumer Discretionary,XLY,yfinance,
SONC,stock,Consumer Discretionary,XLY,llm,
SONO,stock,Information Technology,XLK,yfinance,
SONVY,stock,Health Care,XLV,yfinance,
SONY,stock,Information Technology,XLK,yfinance,
SOUHY,stock,Materials,XLB,yfinance,
SOUN,stock,Information Technology,XLK,yfinance,
SPB,stock,Consumer Staples,XLP,yfinance,
SPCBQ,stock,Financials,XLF,llm,
SPCE,stock,Industrials,XLI,yfinance,
SPG,stock,Real Estate,XLRE,yfinance,
SPGI,stock,Financials,XLF,yfinance,
SPGP,stock,Information Technology,XLK,llm,
SPGYF,stock,Energy,XLE,llm,
SPH,stock,Utilities,XLU,yfinance,
SPHB,stock,Information Technology,XLK,llm,
SPHQ,stock,Information Technology,XLK,llm,
SPHR,stock,Communication Services,XLC,yfinance,
SPKE,stock,Utilities,XLU,llm,
SPKEP,stock,Utilities,XLU,llm,
SPKKY,stock,Communication Services,XLC,yfinance,
SPLK,stock,Information Technology,XLK,llm,
SPLS,stock,Consumer Discretionary,XLY,llm,
SPN,stock,Energy,XLE,llm,
SPNC,stock,Financials,XLF,llm,
SPOR,unknown,,,none,
SPOT,stock,Communication Services,XLC,yfinance,
SPR,stock,Industrials,XLI,llm,
SPSC,stock,Information Technology,XLK,yfinance,
SPTM,stock,Information Technology,XLK,llm,
SPWR,stock,Information Technology,XLK,yfinance,
SPXC,stock,Industrials,XLI,yfinance,
SPXCY,stock,Financials,XLF,yfinance,
SPY,etf_broad,,SPY,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
SPYB,unknown,,,none,
SPYG,etf_broad,,SPYG,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
SPYM,unknown,,,none,
SQ,stock,Financials,XLF,llm,
SQI,unknown,,,none,
SQM,stock,Materials,XLB,yfinance,
SQSP,stock,Information Technology,XLK,llm,
SR,stock,Utilities,XLU,yfinance,
SRC,stock,Real Estate,XLRE,llm,
SRCL,stock,Industrials,XLI,llm,
SRE,stock,Utilities,XLU,yfinance,
SREA,stock,Utilities,XLU,llm,
SRF,unknown,,,none,
SRI,stock,Consumer Discretionary,XLY,yfinance,
SRLN,stock,Financials,XLF,llm,
SRLP,stock,Energy,XLE,llm,
SRM,unknown,,,none,
SRNE,stock,Health Care,XLV,yfinance,
SRPT,stock,Health Care,XLV,yfinance,
SRVR,stock,Real Estate,XLRE,llm,
SSB,stock,Financials,XLF,yfinance,
SSBK,stock,Financials,XLF,llm,
SSD,stock,Materials,XLB,yfinance,
SSDOY,stock,Consumer Staples,XLP,yfinance,
SSEZY,stock,Utilities,XLU,yfinance,
SSL,stock,Materials,XLB,yfinance,
SSLTY,stock,Information Technology,XLK,llm,
SSMXF,stock,Health Care,XLV,yfinance,
SSMXY,stock,Health Care,XLV,yfinance,
SSNC,stock,Information Technology,XLK,yfinance,
SSNI,stock,Information Technology,XLK,llm,
SSP,stock,Communication Services,XLC,yfinance,
SSREY,stock,Financials,XLF,yfinance,
SSU,unknown,,,none,
SSUMY,stock,Industrials,XLI,yfinance,
SSW,stock,Industrials,XLI,llm,
SSYS,stock,Information Technology,XLK,yfinance,
ST,stock,Information Technology,XLK,yfinance,
STAG,stock,Real Estate,XLRE,yfinance,
STAR,stock,Real Estate,XLRE,llm,
STAY,stock,Consumer Discretionary,XLY,llm,
STBFY,stock,Consumer Staples,XLP,yfinance,
STE,stock,Health Care,XLV,yfinance,
STEN,stock,Health Care,XLV,llm,
STEW,stock,Financials,XLF,yfinance,
STEX,stock,Financials,XLF,yfinance,
STHO,stock,Real Estate,XLRE,yfinance,
STI,stock,Industrials,XLI,yfinance,
STIX,unknown,,,none,
STJ,stock,Health Care,XLV,llm,
STL,stock,Financials,XLF,llm,
STLA,stock,Consumer Discretionary,XLY,yfinance,
STLD,stock,Materials,XLB,yfinance,
STM,stock,Information Technology,XLK,yfinance,
STNE,stock,Information Technology,XLK,yfinance,
STNG,stock,Energy,XLE,yfinance,
STNLW,stock,Real Estate,XLRE,llm,
STO,stock,Energy,XLE,llm,
STON,stock,Consumer Discretionary,XLY,llm,
STOR,stock,Real Estate,XLRE,llm,
STRC,stock,Information Technology,XLK,yfinance,
STRL,stock,Industrials,XLI,yfinance,
STRNY,stock,Utilities,XLU,yfinance,
STRZA,stock,Communication Services,XLC,llm,
STT,stock,Financials,XLF,yfinance,
STWD,stock,Real Estate,XLRE,yfinance,
STX,stock,Information Technology,XLK,yfinance,
STZ,stock,Consumer Staples,XLP,yfinance,
SU,stock,Energy,XLE,yfinance,
SUGP,stock,Industrials,XLI,yfinance,
SUHJY,stock,Real Estate,XLRE,yfinance,
SUI,stock,Real Estate,XLRE,yfinance,
SUM,stock,Materials,XLB,llm,
SUN,stock,Energy,XLE,yfinance,
SUNE,stock,Information Technology,XLK,yfinance,
SUP,stock,Consumer Discretionary,XLY,llm,
SUPN,stock,Health Care,XLV,yfinance,
SURG,stock,Communication Services,XLC,yfinance,
SUSP,unknown,,,none,
SUSQ,stock,Financials,XLF,llm,
SUSS,unknown,,,none,
SUTNY,stock,Financials,XLF,yfinance,
SVC,stock,Real Estate,XLRE,yfinance,
SVCBY,stock,Industrials,XLI,llm,
SVM,stock,Materials,XLB,yfinance,
SVNDY,stock,Consumer Staples,XLP,yfinance,
SVNLY,stock,Financials,XLF,yfinance,
SVU,stock,Consumer Staples,XLP,llm,
SW,stock,Consumer Discretionary,XLY,yfinance,
SWAV,stock,Health Care,XLV,llm,
SWAY,stock,Real Estate,XLRE,llm,
SWDBY,stock,Financials,XLF,yfinance,
SWGAY,stock,Consumer Discretionary,XLY,yfinance,
SWH,stock,Information Technology,XLK,llm,
SWI,stock,Information Technology,XLK,llm,
SWK,stock,Industrials,XLI,yfinance,
SWKS,stock,Information Technology,XLK,yfinance,
SWMAY,stock,Industrials,XLI,llm,
SWN,stock,Energy,XLE,llm,
SWRAY,stock,Industrials,XLI,yfinance,
SWT,unknown,,,none,
SWTX,stock,Health Care,XLV,llm,
SWX,stock,Utilities,XLU,yfinance,
SXE,stock,Energy,XLE,llm,
SXL,stock,Energy,XLE,llm,
SXT,stock,Materials,XLB,yfinance,
SXYAY,stock,Materials,XLB,yfinance,
SYF,stock,Financials,XLF,yfinance,
SYIEY,stock,Materials,XLB,yfinance,
SYK,stock,Health Care,XLV,yfinance,
SYMC,stock,Information Technology,XLK,llm,
SYNA,stock,Information Technology,XLK,yfinance,
SYNH,stock,Health Care,XLV,llm,
SYPR,stock,Consumer Discretionary,XLY,yfinance,
SYRG,stock,Energy,XLE,llm,
SYT,unknown,,,none,
SYY,stock,Consumer Staples,XLP,yfinance,
SZEVY,stock,Financials,XLF,llm,
SZKMY,stock,Consumer Discretionary,XLY,yfinance,
SZYM,stock,Materials,XLB,llm,
T,stock,Communication Services,XLC,yfinance,
TAAL,unknown,,,none,
TACO,stock,Financials,XLF,yfinance,
TAK,stock,Health Care,XLV,yfinance,
TAL,stock,Consumer Staples,XLP,yfinance,
TALX,stock,Industrials,XLI,llm,
TANN,stock,Energy,XLE,llm,
TAP,stock,Consumer Staples,XLP,yfinance,
TASR,stock,Industrials,XLI,llm,
TATYY,stock,Consumer Staples,XLP,yfinance,
TAXI,stock,Financials,XLF,llm,
TBB,unknown,,,none,
TBBC,stock,Financials,XLF,yfinance,
TBF,unknown,,,none,
TBIG,stock,Communication Services,XLC,llm,
TBK,stock,Financials,XLF,llm,
TBL,stock,Consumer Discretionary,XLY,llm,
TBLL,etf_broad,,TBLL,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
TBPH,stock,Health Care,XLV,yfinance,
TBT,unknown,,,none,
TBVPF,stock,Consumer Staples,XLP,yfinance,
TCAP,stock,Financials,XLF,llm,
TCB,stock,Financials,XLF,llm,
TCBI,stock,Financials,XLF,yfinance,
TCEHY,stock,Communication Services,XLC,yfinance,
TCF,stock,Financials,XLF,llm,
TCIEX,unknown,,,none,
TCK,stock,Materials,XLB,llm,
TCMD,stock,Health Care,XLV,yfinance,
TCN,stock,Financials,XLF,llm,
TCNNF,stock,Consumer Discretionary,XLY,llm,
TCO,stock,Real Estate,XLRE,llm,
TCOIX,unknown,,,none,
TCOM,stock,Consumer Discretionary,XLY,yfinance,
TCP,stock,Energy,XLE,llm,
TCPC,stock,Financials,XLF,yfinance,
TCS,stock,Consumer Discretionary,XLY,llm,
TCTZF,stock,Communication Services,XLC,yfinance,
TCX,stock,Information Technology,XLK,yfinance,
TCYMY,stock,Consumer Staples,XLP,llm,
TD,stock,Financials,XLF,yfinance,
TDA,unknown,,,none,
TDC,stock,Information Technology,XLK,yfinance,
TDCX,stock,Information Technology,XLK,llm,
TDG,stock,Industrials,XLI,yfinance,
TDHOY,stock,Financials,XLF,yfinance,
TDIV,stock,Information Technology,XLK,llm,
TDOC,stock,Health Care,XLV,yfinance,
TDS,stock,Communication Services,XLC,yfinance,
TDY,stock,Information Technology,XLK,yfinance,
TE,stock,Industrials,XLI,yfinance,
TEAM,stock,Information Technology,XLK,yfinance,
TEAR,stock,Health Care,XLV,llm,
TECH,stock,Health Care,XLV,yfinance,
TECK,stock,Materials,XLB,yfinance,
TECO,stock,Utilities,XLU,llm,
TEF,stock,Communication Services,XLC,llm,
TEG,stock,Utilities,XLU,llm,
TEGP,stock,Energy,XLE,llm,
TEL,stock,Information Technology,XLK,yfinance,
TELL,stock,Energy,XLE,llm,
TELNF,stock,Communication Services,XLC,yfinance,
TELNY,stock,Communication Services,XLC,yfinance,
TEM,stock,Health Care,XLV,yfinance,
TENB,stock,Information Technology,XLK,yfinance,
TEP,stock,Energy,XLE,llm,
TER,stock,Information Technology,XLK,yfinance,
TEUM,stock,Information Technology,XLK,llm,
TEVA,stock,Health Care,XLV,yfinance,
TEX,stock,Industrials,XLI,yfinance,
TEZNY,stock,Utilities,XLU,yfinance,
TFC,stock,Financials,XLF,yfinance,
TFCF,stock,Communication Services,XLC,llm,
TFCFA,stock,Communication Services,XLC,llm,
TFF,stock,Industrials,XLI,llm,
TFFP,stock,Health Care,XLV,llm,
TFM,stock,Consumer Staples,XLP,llm,
TFSL,stock,Financials,XLF,yfinance,
TFX,stock,Health Care,XLV,yfinance,
TGBAX,unknown,,,none,
TGE,stock,Financials,XLF,yfinance,
TGNA,stock,Communication Services,XLC,llm,
TGOPY,stock,Financials,XLF,yfinance,
TGP,stock,Energy,XLE,llm,
TGT,stock,Consumer Staples,XLP,yfinance,
TGTX,stock,Health Care,XLV,yfinance,
THC,stock,Health Care,XLV,yfinance,
THE,unknown,,,none,
THG,stock,Financials,XLF,yfinance,
THLEF,stock,Industrials,XLI,yfinance,
THO,stock,Consumer Discretionary,XLY,yfinance,
THR,stock,Industrials,XLI,yfinance,
THRM,stock,Consumer Discretionary,XLY,yfinance,
THS,stock,Consumer Staples,XLP,llm,
THX,stock,Energy,XLE,llm,
TI,stock,Industrials,XLI,llm,
TIF,stock,Consumer Discretionary,XLY,llm,
TILVX,unknown,,,none,
TIMB,stock,Communication Services,XLC,yfinance,
TIME,stock,Communication Services,XLC,llm,
TIMVX,unknown,,,none,
TIP,etf_broad,,TIP,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
TIS,stock,Industrials,XLI,llm,
TISBX,unknown,,,none,
TISI,stock,Industrials,XLI,yfinance,
TIXC,stock,Communication Services,XLC,yfinance,
TJX,stock,Consumer Discretionary,XLY,yfinance,
TK,stock,Energy,XLE,yfinance,
TKAMY,stock,Industrials,XLI,yfinance,
TKC,stock,Communication Services,XLC,yfinance,
TKGBY,stock,Financials,XLF,yfinance,
TKO,stock,Communication Services,XLC,yfinance,
TKOMY,stock,Financials,XLF,yfinance,
TKPYY,stock,Consumer Discretionary,XLY,llm,
TKR,stock,Industrials,XLI,yfinance,
TLGPY,stock,Communication Services,XLC,yfinance,
TLH,unknown,,,none,
TLK,stock,Communication Services,XLC,yfinance,
TLLP,stock,Energy,XLE,llm,
TLN,stock,Utilities,XLU,yfinance,
TLND,stock,Information Technology,XLK,llm,
TLP,stock,Energy,XLE,llm,
TLPFY,stock,Industrials,XLI,yfinance,
TLRA,stock,Communication Services,XLC,llm,
TLRD,stock,Consumer Discretionary,XLY,llm,
TLRN,stock,Health Care,XLV,llm,
TLRY,stock,Health Care,XLV,yfinance,
TLSNY,stock,Communication Services,XLC,yfinance,
TLSRP,stock,Utilities,XLU,llm,
TLSYY,stock,Communication Services,XLC,llm,
TLT,etf_broad,,TLT,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
TM,stock,Consumer Discretionary,XLY,yfinance,
TME,stock,Communication Services,XLC,yfinance,
TMH,stock,Health Care,XLV,llm,
TMHC,stock,Consumer Discretionary,XLY,yfinance,
TMICY,stock,Information Technology,XLK,yfinance,
TMK,stock,Financials,XLF,llm,
TMO,stock,Health Care,XLV,yfinance,
TMS,stock,Financials,XLF,yfinance,
TMSNY,stock,Information Technology,XLK,yfinance,
TMST,stock,Materials,XLB,llm,
TMUS,stock,Communication Services,XLC,yfinance,
TMUSP,unknown,,,none,
TMUSR,unknown,,,none,
TNA,etf_broad,,TNA,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
TNC,stock,Industrials,XLI,yfinance,
TNDM,stock,Health Care,XLV,yfinance,
TNGO,stock,Information Technology,XLK,llm,
TNL,stock,Consumer Discretionary,XLY,yfinance,
TNOX,stock,Health Care,XLV,llm,
TNTOF,stock,Energy,XLE,llm,
TNTR,stock,Health Care,XLV,llm,
TOELF,stock,Information Technology,XLK,yfinance,
TOELY,stock,Information Technology,XLK,yfinance,
TOL,stock,Consumer Discretionary,XLY,yfinance,
TOLLX,unknown,,,none,
TOO,stock,Energy,XLE,llm,
TOR,stock,Energy,XLE,llm,
TORIX,unknown,,,none,
TOSYY,stock,Consumer Discretionary,XLY,llm,
TOT,stock,Energy,XLE,llm,
TOTDY,stock,Industrials,XLI,yfinance,
TOTL,unknown,,,none,
TOTZF,stock,Energy,XLE,yfinance,
TPCO,stock,Communication Services,XLC,llm,
TPH,stock,Consumer Discretionary,XLY,yfinance,
TPL,stock,Energy,XLE,yfinance,
TPR,stock,Consumer Discretionary,XLY,yfinance,
TPTA,stock,Real Estate,XLRE,llm,
TPUB,stock,Communication Services,XLC,llm,
TPX,stock,Consumer Discretionary,XLY,llm,
TPYP,stock,Energy,XLE,llm,
TQQQ,etf_broad,,TQQQ,audit,ETF diversifié/obligataire/commodities — pas de secteur GICS
TREE,stock,Financials,XLF,yfinance,
TREX,stock,Industrials,XLI,yfinance,
TRGP,stock,Energy,XLE,yfinance,
TRHC,stock,Health Care,XLV,llm,
TRI,stock,Industrials,XLI,yfinance,
TRINL,unknown,,,none,
