representative_name,stock_name,buy_sell_flag,purchase_date,notification_date,invested_amount,min_amount,max_amount,transaction_year,ticker
HernKevin,"ONEOK, Inc. (OKE) [ST]",P,2023-11-14,11/15/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
HernKevin,"ONEOK, Inc. (OKE) [ST]", P ,2023-11-14,11/15/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
HernKevin,Texas Instruments Incorporated,P,2023-11-14,11/15/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
HernKevin,Texas Instruments Incorporated, P ,2023-11-14,11/15/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
HernKevin,UNITED STATES TREAS BILLS,S,2023-11-30,12/01/2023,"\$500,001 -\$1,000,000",500001.0,1000000.0,2023.0,
HillJames French,ADFA UA JONESBORO 041186242, S ,2022-12-01,12/29/2022," $15,001 - \$5000004118624211042022",15001.0,50000.0,2022.0,
HillJames French,US TREASURY BILL (MATURITY, P ,2023-02-14,02/14/2023," $50,001 - \$0810202310000011042022",50001.0,100000.0,2023.0,
HillJames French,US TREASURY BILL (MATURITY, P ,2023-02-23,02/23/2023," $15,001 - \$082420235000011042022",15001.0,50000.0,2023.0,
HillJames French,3M Company (MMM) [ST], P ,2023-11-22,11/22/2023," $15,001 - \$500001998",15001.0,50000.0,2023.0,
HillJames French,"Altria Group, Inc. (MO) [ST]",S,2023-11-22,11/22/2023,"\$50,001 -\$100,000",50001.0,100000.0,2023.0,
HillJames French,Fidelity National Information, P ,2023-11-22,11/22/2023," $15,001 - \$500001998",15001.0,50000.0,2023.0,FIS
HillJames French,Intel Corporation (INTC) [ST],P,2023-11-22,11/22/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
HillJames French,Markel Group Inc. (MKL) [ST], P ,2023-11-22,11/22/2023," $50,001 - \$100000",50001.0,100000.0,2023.0,
HillJames French,Philip Morris International Inc (PM),S,2023-11-22,11/22/2023,"\$100,001 -\$250,000",100001.0,250000.0,2023.0,
HillJames French,PotlatchDeltic Corporation (PCH), P ,2023-11-22,11/22/2023," $15,001 - \$500001998",15001.0,50000.0,2023.0,
HillJames French,PotlatchDeltic Corporation (PCH),P,2023-11-22,11/22/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
HillJames French,PotlatchDeltic Corporation (PCH), P ,2023-11-22,11/22/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
HillJames French,Visa Inc. (V) [ST],P,2023-11-22,11/22/2023,"\$50,001 -\$100,000",50001.0,100000.0,2023.0,V
HillJames French,"Warner Bros. Discovery, Inc. - Series", P ,2023-11-22,11/22/2023," $1,001 - \$150001998",1001.0,15000.0,2023.0,WBD
HimesJames A.,Fidelity 2022 Private Equity Multi, P ,2023-02-22,02/22/2023," $50,001 - \$100000",50001.0,100000.0,2023.0,
JacksonJeff,Ankr [OT], S ,2023-01-29,01/29/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
JacksonJeff,Cardano [OT],S,2023-01-29,01/29/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
JacksonJonathan,"3 I Roadwork, Inc. [OL]", S ,2023-04-28,05/10/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
JacksonJonathan,"AMETEK, Inc. (AME) [ST]",P,2023-01-23,04/25/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,AME
JacksonJonathan,"Brighthouse Financial, Inc. (BHF)", P ,2023-02-28,04/25/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
JacksonJonathan,"Brighthouse Financial, Inc. (BHF)",S,2023-04-14,05/10/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
JacksonJonathan,Deere & Company (DE) [ST], P ,2023-01-17,04/25/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
JacksonJonathan,Illinois Housing Dev Auth 1.9%; Due,P,2023-04-14,05/10/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
JacksonJonathan,NVIDIA Corporation (NVDA) [ST], P ,2023-04-14,05/10/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
JacksonJonathan,Parker-Hannifin Corporation (PH),P,2023-01-09,04/25/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
JacksonJonathan,UnitedHealth Group Incorporated, S ,2023-02-28,04/25/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,UNH
JacksonJonathan,Visa Inc. (V) [ST],P,2023-01-10,04/25/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,V
JacksonJonathan,ASML Holding N.V. - New York, P ,2023-05-26,06/05/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,ASML
JacksonJonathan,BP p.l.c. (BP) [ST],P,2023-05-12,06/05/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
JacksonJonathan,"Estee Lauder Companies, Inc. (EL)", P ,2023-05-02,06/05/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,EL
JacksonJonathan,Honeywell International Inc. (HON),P,2023-05-01,06/05/2023,"\$50,001 -\$100,000",50001.0,100000.0,2023.0,HON
JacksonJonathan,"MercadoLibre, Inc. (MELI) [ST]", P ,2023-05-23,06/05/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
JacksonJonathan,"NextEra Energy, Inc. (NEE) [ST]",S (partial),2023-05-26,06/05/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
JacksonJonathan,Alphabet Inc. - Class A (GOOGL) [ST], P ,2023-06-07,07/07/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
JacksonJonathan,Deere & Company (DE) [ST],S,2023-06-23,07/07/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
JacksonJonathan,"Estee Lauder Companies, Inc. (EL)", S ,2023-06-07,07/07/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,EL
JacksonJonathan,Marriott International - Class A,P,2023-06-06,07/07/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,MAR
JacksonJonathan,"Regeneron Pharmaceuticals, Inc.", P ,2023-06-23,07/07/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
JacksonJonathan,"Salesforce, Inc. (CRM) [ST]",P,2023-06-09,07/07/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
JacksonJonathan,Linde plc Ordinary Shares (LIN) [ST], P ,2023-07-18,08/04/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
JacksonJonathan,Linde plc Ordinary Shares (LIN) [ST],P,2023-07-31,08/04/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
JacksonJonathan,"NextEra Energy, Inc. (NEE) [ST]", S  (partial),2023-07-18,08/04/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
JacksonJonathan,"EMCOR Group, Inc. (EME) [ST]", P ,2023-08-29,09/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
JacksonJonathan,"NextEra Energy, Inc. (NEE) [ST]",S (partial),2023-08-29,09/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
JacksonJonathan,TIM S.A. American Depositary Shares, P ,2023-08-31,09/06/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
JacksonJonathan,"Waste Connections, Inc. Common",S,2023-08-31,09/06/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
JacksonJonathan,ChampionX Corporation (CHX) [ST], P ,2023-09-19,10/04/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,CHX
JacksonJonathan,DTE Energy Company (DTE) [ST],S,2023-09-26,10/04/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
JacksonJonathan,"NextEra Energy, Inc. (NEE) [ST]", S  (partial),2023-09-19,10/04/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
JacksonJonathan,Graphic Packaging Holding Company, S ,2023-10-11,11/06/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,GPK
JacksonJonathan,lululemon athletica inc. (LULU) [ST],P,2023-10-30,11/06/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
JacksonJonathan,Marriott International - Class A, P ,2023-10-11,11/06/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,MAR
JacksonJonathan,"NextEra Energy, Inc. (NEE) [ST]",S,2023-10-04,11/06/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
JacksonJonathan,The Hershey Company (HSY) [ST], S ,2023-10-30,11/06/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
JacksonJonathan,ASML Holding N.V. - New York, S ,2023-11-16,12/04/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,ASML
JacksonJonathan,ChampionX Corporation (CHX) [ST],S,2023-11-16,12/04/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,CHX
JacksonJonathan,Honeywell International Inc. (HON), S ,2023-11-16,12/04/2023," $50,001 - \$100000",50001.0,100000.0,2023.0,HON
JacksonJonathan,"T-Mobile US, Inc. (TMUS) [ST]",P,2023-11-07,12/04/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,TMUS
JacobsChristopher L.,Anavex Life Sciences Corp. (AVXL), S ,2022-12-12,01/10/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
JacobsChristopher L.,"Archrock, Inc. (AROC) [ST]",P,2022-12-12,01/10/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
JacobsChristopher L.,"Athira Pharma, Inc. (ATHA) [ST]", P ,2022-12-12,01/10/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
JacobsChristopher L.,Bank of America Corporation (BAC),S,2022-12-12,01/10/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
JacobsChristopher L.,Berkshire Hathaway Inc. New, P ,2022-12-12,01/10/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,BRK-B
JacobsChristopher L.,"BioLife Solutions, Inc. (BLFS) [ST]",S,2022-12-12,01/10/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
JacobsChristopher L.,Borr Drilling Limited Common Shares, P ,2022-12-12,01/10/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
JacobsChristopher L.,"Brigham Minerals, Inc. Class A",P,2022-12-12,01/10/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
JacobsChristopher L.,"Cassava Sciences, Inc. (SAVA) [ST]", P ,2022-12-12,01/10/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
JacobsChristopher L.,Chevron Corporation (CVX) [ST],S (partial),2022-12-12,01/10/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
JacobsChristopher L.,Chord Energy Corporation (CHRD), P ,2022-12-12,01/10/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
JacobsChristopher L.,"Civitas Resources, Inc. (CIVI) [ST]",S,2022-12-12,01/10/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
JacobsChristopher L.,"Claros Mortgage Trust, Inc. (CMTG)", P ,2022-12-12,01/10/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
JacobsChristopher L.,"Cogent Biosciences, Inc. (COGT) [ST]",P,2022-12-12,01/10/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
JacobsChristopher L.,Coterra Energy Inc. (CTRA) [ST], S ,2022-12-12,01/10/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
JacobsChristopher L.,Crescent Energy Company Class A,S,2022-12-12,01/10/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
JacobsChristopher L.,Expro Group Holdings N.V. (XPRO), S ,2022-12-12,01/10/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
JacobsChristopher L.,Exxon Mobil Corporation (XOM) [ST],S,2022-12-12,01/10/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
JacobsChristopher L.,First Horizon Corporation (FHN) [ST], P ,2022-12-12,01/10/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
JacobsChristopher L.,"Gevo, Inc. (GEVO) [ST]",P,2022-12-12,01/10/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
JacobsChristopher L.,"Helix Energy Solutions Group, Inc.", S ,2022-12-12,01/10/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
JacobsChristopher L.,"Helmerich & Payne, Inc. (HP) [ST]",S (partial),2022-12-12,01/10/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
JacobsChristopher L.,"Home Depot, Inc. (HD) [ST]", S  (partial),2022-12-12,01/10/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,HD
JacobsChristopher L.,"Inotiv, Inc. (NOTV) [ST]",S,2022-12-12,01/10/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
JacobsChristopher L.,"International Seaways, Inc. Common", P ,2022-12-12,01/10/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
JacobsChristopher L.,JP Morgan Chase & Co. (JPM) [ST],S (partial),2022-12-12,01/10/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
JacobsChristopher L.,"KalVista Pharmaceuticals, Inc.", P ,2022-12-12,01/10/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
JacobsChristopher L.,"Krystal Biotech, Inc. (KRYS) [ST]",P,2022-12-12,01/10/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
JacobsChristopher L.,"Kura Oncology, Inc. (KURA) [ST]", P ,2022-12-12,01/10/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
JacobsChristopher L.,Louisiana ST 5.000% 3/01/31 [GS],P,2022-12-06,01/10/2023,"\$15,001 -\$50,000",15001.0,50000.0,2022.0,
JacobsChristopher L.,"Meta Platforms, Inc. - Class A (META)", S ,2022-12-12,01/10/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
JacobsChristopher L.,National Energy Services Reunited,P,2022-12-12,01/10/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
JacobsChristopher L.,NetSTREIT Corp. (NTST) [ST], P ,2022-12-12,01/10/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
JacobsChristopher L.,Permian Resources Corporation Class,P,2022-12-12,01/10/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
JacobsChristopher L.,"Pfizer, Inc. (PFE) [ST]", S  (partial),2022-12-12,01/10/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
JacobsChristopher L.,Physicians Realty Trust Common,P,2022-12-12,01/10/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
JacobsChristopher L.,Pioneer Natural Resources Company, P ,2022-12-12,01/10/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
JacobsChristopher L.,"Relmada Therapeutics, Inc. (RLMD)",S,2022-12-12,01/10/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
JacobsChristopher L.,"SpringWorks Therapeutics, Inc. -", P ,2022-12-12,01/10/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,SWTX
JacobsChristopher L.,Tellurian Inc. (TELL) [ST],P,2022-12-12,01/10/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
JacobsChristopher L.,"Tesla, Inc. (TSLA) [ST]", S  (partial),2022-12-12,01/10/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
JacobsChristopher L.,Uranium Energy Corp. (UEC) [ST],S,2022-12-12,01/10/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
JacobsChristopher L.,"Vaxcyte, Inc. (PCVX) [ST]", S ,2022-12-12,01/10/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
KapturMarcy,"The Andersons, Inc. (ANDE) [ST]", S ,2022-10-21,12/31/2022," $1,280.03",,,2022.0,
KeanThomas H.,Aon plc Class A Ordinary Shares, S  (partial),2023-01-27,02/01/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,AON
KeanThomas H.,Bank of America 7.25% Conv Pfd,P,2023-01-27,02/03/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
KeanThomas H.,Johnson & Johnson (JNJ) [ST], S  (partial),2023-01-27,02/01/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
KeanThomas H.,Markel Corporation (MKL) [ST],S (partial),2023-01-10,01/31/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
KeanThomas H.,S&P Global Inc. (SPGI) [ST], S  (partial),2023-01-10,01/31/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
KeanThomas H.,S&P Global Inc. (SPGI) [ST],S (partial),2023-01-27,02/02/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
KeanThomas H.,Stryker Corporation (SYK) [ST], S  (partial),2023-01-10,01/31/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
KeanThomas H.,Stryker Corporation (SYK) [ST],S (partial),2023-01-27,02/02/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
KeanThomas H.,"Take-Two Interactive Software, Inc.", P ,2023-01-18,01/23/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
KeanThomas H.,"US Treasury Note 1.25% - Jan 15,",P,2023-01-19,01/23/2023,"\$100,001 -\$250,000",100001.0,250000.0,2023.0,
KeanThomas H.,"US Treasury Note 1.5% - Jan 15, 2023", S ,2023-01-15,01/17/2023," $100,001 - \$250000",100001.0,250000.0,2023.0,
KeanThomas H.,Johnson & Johnson (JNJ) [ST], S  (partial),2023-02-24,03/06/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
KeanThomas H.,Stryker Corporation (SYK) [ST],S (partial),2023-02-24,03/06/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
KeanThomas H.,"WESCO International, Inc. (WCC)", P ,2023-03-16,03/31/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
KeanThomas H.,"Atlanta Braves Holdings, Inc. - Series", E ,2023-07-19,08/01/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
KeanThomas H.,Liberty Media Corporation - Series A, E ,2023-08-04,08/16/2023," $1,001 - \$150002",1001.0,15000.0,2023.0,
KeanThomas H.,Liberty Media Corporation - Series A,E,2023-08-04,08/16/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
KeanThomas H.,Liberty Media Corporation - Series A, E ,2023-08-04,08/16/2023," $1,001 - \$150002",1001.0,15000.0,2023.0,
KeanThomas H.,Liberty Media Corporation - Series C,E,2023-08-04,08/16/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
KeanThomas H.,Liberty Media Corporation - Series C, E ,2023-08-04,08/16/2023," $1,001 - \$150001",1001.0,15000.0,2023.0,
KeanThomas H.,Liberty Media Corporation - Series C,E,2023-08-04,08/16/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
KeanThomas H.,"Crown Holdings, Inc. (CCK) [ST]", P ,2023-04-19,09/14/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,CCK
KeanThomas H.,Danaher Corporation (DHR) [ST],P,2023-07-31,09/14/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
KeanThomas H.,Fidelity National Information, S ,2023-05-04,09/14/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,FIS
KeanThomas H.,Fidelity National Information,P,2023-06-12,09/14/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,FIS
KeanThomas H.,Global Payments Inc. (GPN) [ST], S ,2023-06-12,09/14/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
KeanThomas H.,JP Morgan Chase & Co. (JPM) [ST],P,2023-04-03,09/14/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
KeanThomas H.,"Vmware, Inc. Common stock, Class A", S ,2023-10-04,11/07/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
KeatingWilliam R.,"Airbnb, Inc. - Class A (ABNB) [ST]", P ,2023-01-18,01/30/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
KeatingWilliam R.,Booking Holdings Inc. (BKNG) [ST],S,2023-01-18,01/30/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
KeatingWilliam R.,Alphabet Inc. - Class A (GOOGL) [ST], P ,2023-02-13,02/28/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
KeatingWilliam R.,JP Morgan Chase & Co. (JPM) [ST],P,2023-02-13,02/28/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
KeatingWilliam R.,Lam Research Corporation (LRCX), P ,2023-02-13,02/28/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
KeatingWilliam R.,NXP Semiconductors N.V. (NXPI),P,2023-02-13,02/28/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
KeatingWilliam R.,"PNC Financial Services Group, Inc.", P ,2023-02-13,02/28/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,PNC
KeatingWilliam R.,Veeva Systems Inc. Class A (VEEV),P,2023-02-13,02/28/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
KeatingWilliam R.,CVS Health Corporation (CVS) [ST], S ,2023-06-08,06/13/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
KeatingWilliam R.,McKesson Corporation (MCK) [ST],P,2023-06-08,06/13/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
KeatingWilliam R.,Capital One Financial Corporation, S ,2023-06-30,07/17/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,COF
KeatingWilliam R.,GENERAL MTRS CO NOTE CALL,P,2023-06-27,07/17/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,out of scope
KeatingWilliam R.,GENERAL MTRS FINL CO INC, S ,2023-06-27,07/17/2023," $15,001 - \$3100000112203250000370452",15001.0,50000.0,2023.0,
KeatingWilliam R.,Linde plc Ordinary Shares (LIN) [ST],P,2023-06-30,07/17/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
KeatingWilliam R.,UNITED STATES TREAS SER BC-, S ,2023-06-26,07/17/2023," $1,001 - \$15000202425000005312024",1001.0,15000.0,2023.0,
KeatingWilliam R.,Electronic Arts Inc. (EA) [ST], S ,2023-07-20,07/31/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
KeatingWilliam R.,"Intuitive Surgical, Inc. (ISRG) [ST]",P,2023-07-20,07/31/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
KeatingWilliam R.,META PLATFORMS INC NOTE, P ,2023-07-21,07/31/2023," $15,001 - \$49500050000051520333030385",15001.0,50000.0,2023.0,
KeatingWilliam R.,PEPSICO INC NOTE CALL MAKE, P ,2023-08-10,08/15/2023," $15,001 - \$39000007182032500007134485",15001.0,50000.0,2023.0,
KeatingWilliam R.,097023DC6 [CS], P ,2023-09-15,09/25/2023," $15,001 - \$5000036250002012031",15001.0,50000.0,2023.0,
KeatingWilliam R.,828807DF1 [CS],S,2023-09-13,09/25/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
KeatingWilliam R.,"Caterpillar, Inc. (CAT) [ST]", S ,2023-09-21,09/25/2023, $848.75,,,2023.0,
KellyMike,North Carolina St Turnpike Aut Bans, S ,2023-08-24,09/03/2023," $15,001 - \$5212450000",15001.0,50000.0,2023.0,
KellyMike,Maryland St State Go 5% due 6/1/31, P ,2023-09-13,10/02/2023," $50,001 - \$100000",50001.0,100000.0,2023.0,
KellyMike,Wisconsin St Hlth & Eductn,S,2023-10-19,11/03/2023,"\$100,001 -\$250,000",100001.0,250000.0,2023.0,
KellyMike,Clifton TX Hgr Edu Fin Corp Ed Idea, P ,2023-11-06,12/04/2023," $100,001 - \$815285250000",100001.0,250000.0,2023.0,
KellyMike,Univ of Pittsburgh PA of the C Pitt,P,2023-11-07,12/04/2023,"\$50,001 -\$100,000",50001.0,100000.0,2023.0,
LangevinJames R.,Generac Holdlings Inc. (GNRC) [ST], P ,2022-12-05,01/03/2023," $15,001 - \$50000",15001.0,50000.0,2022.0,
LangevinJames R.,Generac Holdlings Inc. (GNRC) [OP],S,2022-12-12,01/03/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
LangevinJames R.,Generac Holdlings Inc. (GNRC) [ST], S  (partial),2022-12-20,01/03/2023," $1,001 - \$15000",1001.0,15000.0,2022.0,
LarsenRick,Abbott Laboratories (ABT) [ST], S ,2023-01-06,05/18/2023," $1,001 - \$150002020",1001.0,15000.0,2023.0,
LarsenRick,Allstate Corporation (ALL) [ST],S,2021-07-01,05/18/2023,"\$1,001 -\$15,000",1001.0,15000.0,2021.0,ALL
LarsenRick,"AvalonBay Communities, Inc. (AVB)", S ,2022-07-06,05/18/2023," $1,001 - \$150002020",1001.0,15000.0,2022.0,
LarsenRick,"Best Buy Co., Inc. (BBY) [ST]",S,2022-10-05,05/18/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
LarsenRick,"BlackRock, Inc. (BLK) [ST]", S ,2023-01-06,05/18/2023," $1,001 - \$150002020",1001.0,15000.0,2023.0,
LarsenRick,Bristol-Myers Squibb Company,P,2020-11-25,05/18/2023,"\$1,001 -\$15,000",1001.0,15000.0,2020.0,BMY
LarsenRick,Costco Wholesale Corporation, P ,2021-03-31,05/18/2023," $1,001 - \$150002020",1001.0,15000.0,2021.0,
LarsenRick,CVS Health Corporation (CVS) [ST],S,2021-07-01,05/18/2023,"\$1,001 -\$15,000",1001.0,15000.0,2021.0,
LarsenRick,DBA Sempra (SRE) [ST], S ,2021-07-01,05/18/2023," $1,001 - \$150002020",1001.0,15000.0,2021.0,
LarsenRick,"Elevance Health, Inc. (ELV) [ST]",P,2023-01-06,05/18/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
LarsenRick,"EOG Resources, Inc. (EOG) [ST]", S ,2021-07-01,05/18/2023," $1,001 - \$150002020",1001.0,15000.0,2021.0,
LarsenRick,"Essex Property Trust, Inc. (ESS) [ST]",P,2021-07-07,05/18/2023,"\$1,001 -\$15,000",1001.0,15000.0,2021.0,
LarsenRick,Fastenal Company (FAST) [ST], S ,2022-01-06,05/18/2023," $1,001 - \$150002020",1001.0,15000.0,2022.0,
LarsenRick,General Dynamics Corporation (GD),P,2023-04-05,05/18/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
LarsenRick,Intel Corporation (INTC) [ST], S ,2021-01-07,05/18/2023," $1,001 - \$150002020",1001.0,15000.0,2021.0,
LarsenRick,Kroger Company (KR) [ST],S,2021-07-01,05/18/2023,"\$1,001 -\$15,000",1001.0,15000.0,2021.0,KR
LarsenRick,"Marsh & McLennan Companies, Inc.", P ,2023-01-06,05/18/2023," $1,001 - \$150002020",1001.0,15000.0,2023.0,MMC
LarsenRick,"Merck & Company, Inc. Common",P,2022-07-07,05/18/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,MRK
LarsenRick,Pioneer Natural Resources Company, S ,2021-07-01,05/18/2023," $1,001 - \$150002020",1001.0,15000.0,2021.0,
LarsenRick,Stryker Corporation (SYK) [ST],P,2022-01-06,05/18/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
LarsenRick,Target Corporation (TGT) [ST], P ,2022-10-05,05/18/2023," $1,001 - \$150002020",1001.0,15000.0,2022.0,
LarsenRick,Texas Instruments Incorporated,S,2022-07-07,05/18/2023,"\$1,001 -\$15,000",1001.0,15000.0,2022.0,
LarsenRick,The Hershey Company (HSY) [ST], P ,2022-10-05,05/18/2023," $1,001 - \$150002020",1001.0,15000.0,2022.0,
LarsenRick,"TJX Companies, Inc. (TJX) [ST]",S,2021-07-01,05/18/2023,"\$1,001 -\$15,000",1001.0,15000.0,2021.0,TJX
LarsenRick,Total Energy Services Inc. Ordinary, S ,2021-07-01,05/18/2023," $1,001 - \$150002020",1001.0,15000.0,2021.0,
