ticker,in_prices_v2,in_prices_holdings,in_prices
LW,1,0,1
LWLG,0,1,0
LXFR,1,0,1
LXP,1,0,1
LYB,1,0,1
LYFIX,0,1,0
LYFT,1,0,1
LYG,1,0,1
LYRIX,0,1,0
LYSFF,1,0,1
LYV,1,0,1
LZ,1,0,1
LZAGY,1,0,1
LZB,1,0,1
LZEMX,0,1,0
LZIEX,0,1,0
LZRFY,0,1,0
M,1,0,1
MA,1,0,1
MAA,1,0,1
MAAGX,0,1,0
MABAX,0,1,0
MAC,1,0,1
MACEX,0,1,0
MACMX,0,1,0
MADCX,0,1,0
MADVX,0,1,0
MAEGX,0,1,0
MAFGX,0,1,0
MAFIX,0,1,0
MAFOX,0,1,0
MAGCX,0,1,0
MAGN,1,0,1
MAHQX,0,1,0
MAIIX,0,0,1
MAILX,0,1,0
MAIN,1,0,1
MAIPX,0,0,1
MAJYX,0,1,0
MALOX,0,1,1
MALRY,0,1,0
MALTX,0,1,0
MALVX,0,1,0
MAMA,0,0,1
MAMTX,0,1,0
MAN,1,0,1
MANH,1,0,1
MANKX,0,1,0
MANLX,0,1,0
MAPIX,0,1,0
MAPTX,0,1,0
MAR,1,0,1
MARA,0,1,0
MARK,0,1,1
MARUY,0,1,0
MAS,1,0,1
MASAX,0,1,0
MASI,1,0,1
MAT,1,0,1
MATV,0,1,0
MATX,1,0,1
MAWIX,0,1,0
MAYHX,0,1,0
MBB,1,0,1
MBC,0,0,1
MBFAX,0,1,0
MBFIX,0,1,0
MBFJF,1,0,1
MBGAF,0,1,0
MBGYY,1,0,1
MBI,0,1,0
MBLY,1,0,1
MBUU,0,1,0
MBXAX,0,1,0
MBXCX,0,1,0
MBXIX,0,1,1
MC,1,0,1
MCD,1,0,1
MCDVX,0,1,0
MCEIX,0,1,0
MCFOX,0,1,0
MCFT,0,1,0
MCGIX,0,1,0
MCHI,0,1,0
MCHP,1,0,1
MCHPP,0,0,1
MCK,1,0,1
MCLOX,0,1,0
MCLRX,0,1,0
MCO,1,0,1
MCON,0,0,1
MCP,0,0,1
MCRI,0,1,0
MCS,1,0,1
MCVIX,0,1,0
MCVSX,0,1,0
MCVT,0,0,1
MCY,0,1,0
MD,1,0,1
MDA,0,0,1
MDB,1,0,1
MDD,1,0,0
MDDVX,1,0,1
MDEIX,0,1,0
MDFGX,0,1,0
MDGL,1,0,1
MDIBY,1,0,1
MDIDX,0,1,0
MDIJX,0,1,0
MDISX,0,1,0
MDIV,0,1,0
MDIZX,0,1,0
MDLOX,0,1,0
MDLVX,0,1,0
MDLZ,1,0,1
MDNDF,1,0,1
MDRX,1,0,1
MDT,1,0,1
MDU,1,0,1
MDXG,1,0,1
MDY,1,0,1
MDYG,1,0,0
MDYV,1,0,0
MEAR,0,1,0
MED,1,0,1
MEDAX,0,1,0
MEDHX,0,1,0
MEDIX,0,1,0
MEDP,1,0,1
MEG,0,0,1
MEI,0,1,0
MEIAX,0,1,0
MEIHX,0,1,0
MEIIX,0,1,0
MEIKX,0,1,0
MEJHY,0,1,0
MELI,1,0,1
MEMAX,0,1,0
MEMKX,0,1,0
MEOH,1,0,1
MERFX,0,1,0
MERIX,0,1,0
MET,1,0,1
META,1,0,1
MFA,1,0,1
MFAIX,0,1,0
MFAN,0,0,1
MFC,1,0,1
MFCDX,1,0,0
MFEIX,0,1,0
MFG,1,0,1
MFLDX,0,1,0
MFOMX,0,1,0
MG,1,0,1
MGA,1,0,1
MGBIX,0,1,0
MGC,0,1,0
MGCIX,0,1,0
MGDAX,0,1,0
MGDCX,0,1,0
MGDDY,1,0,1
MGEE,1,0,0
MGEMX,1,0,0
MGGIX,0,1,0
MGK,1,0,1
MGM,1,0,1
MGPI,1,0,1
MGRC,1,0,1
MGRDX,0,1,0
MGTIX,0,1,0
MGV,0,1,0
MGY,1,0,1
MGYOY,1,0,1
MHCAX,0,1,0
MHF,1,0,0
MHGVY,1,0,1
MHICX,0,1,0
MHK,1,0,1
MHO,0,1,0
MHVIY,1,0,1
MHVYF,1,0,1
MHYIX,0,1,0
MHYSX,0,1,0
MIAX,1,0,1
MIAYX,0,1,0
MIC,0,1,0
MICC,1,0,1
MICGX,0,1,0
MIDD,1,0,1
MIDLX,0,1,0
MIEIX,0,1,0
MIELY,1,0,1
MIGYX,0,1,0
MIIIX,0,1,0
MIITX,0,1,0
MIMIX,0,1,0
MINIX,0,1,0
MINJX,0,1,0
MINT,0,1,0
MIOIX,0,1,0
MIPIX,0,1,0
MIPTX,0,1,0
MIR,1,0,1
MIRSX,0,1,0
MISGX,0,1,0
MISIX,0,1,0
MISMX,0,1,0
MITEY,1,0,1
MITK,1,0,1
MITL,1,0,1
MITSY,1,0,1
MJDLF,1,0,1
MJFOX,0,1,0
MJNA,1,0,1
MKC,1,0,1
MKKGY,1,0,1
MKL,1,0,1
MKMTX,0,1,0
MKR,0,1,0
MKSI,1,0,1
MKTAY,1,0,1
MKTX,1,0,1
MLAAX,0,1,0
MLAB,0,1,0
MLAIX,0,1,0
MLCO,1,0,1
MLGO,0,0,1
MLI,0,1,0
MLIMX,0,1,0
MLKN,1,0,1
MLM,1,0,1
MLMXX,0,1,0
MLOXX,0,1,0
MLPA,1,0,1
MLPAX,0,1,0
MLPI,1,0,1
MLPJ,0,1,0
MLPN,1,0,1
MLPRX,1,0,0
MLPTX,0,1,0
MLPX,1,0,1
MLQD,0,1,0
MLR,0,1,0
MLRMX,0,1,0
MLRRX,0,1,0
MLXIX,0,1,0
MLYNF,1,0,1
MMF,0,1,0
MMHIX,1,0,1
MMHYX,0,1,0
MMI,0,1,0
MMIIX,0,1,0
MMKT,0,1,0
MMLP,1,0,1
MMM,1,0,1
MMRAX,0,1,0
MMS,1,0,1
MMSI,1,0,1
MMU,1,0,0
MNCSX,0,1,0
MNDY,1,0,1
MNHAX,0,1,0
MNKD,0,1,0
MNOSX,0,1,0
MNRIX,0,1,0
MNRO,1,0,1
MNST,1,0,1
MO,1,0,1
MOAT,1,0,1
MOBX,0,0,1
MOG-A,1,0,1
MOH,1,0,1
MOMO,0,1,0
MONOY,1,0,1
MOO,0,1,1
MOON,0,1,0
MORN,1,0,1
MORT,0,1,0
MOS,1,0,1
MOTI,0,1,0
MP,1,0,1
MPAA,0,1,0
MPACX,0,1,0
MPBAX,0,1,0
MPBFX,0,1,0
MPC,1,0,1
MPEGX,0,1,0
MPGFX,0,1,0
MPGVX,0,1,0
MPHQX,0,1,0
MPITX,0,1,0
MPLCX,0,1,0
MPLX,1,0,1
MPWR,1,0,1
MPX,1,0,1
MQBKY,1,0,1
MQGIX,0,1,0
MQIFX,0,1,0
MQY,0,1,0
MRAAY,1,0,1
MRBIX,0,1,0
MRBKX,0,1,0
MRDVX,0,1,0
MRGAX,0,1,0
MRGKX,0,1,0
MRGRX,0,1,0
MRK,1,0,1
MRLN,1,0,1
MRNA,1,0,1
MRP,1,0,1
MRPI,0,1,0
MRPLY,1,0,0
MRSH,0,0,1
MRSIX,0,1,0
MRT,1,0,1
MRTN,0,1,0
MRVI,1,0,1
MRVL,1,0,1
MS,1,0,1
MSA,1,0,1
MSACX,1,0,0
MSADY,1,0,1
MSAI,0,0,1
MSAQX,0,1,0
MSAVX,0,1,0
MSB,1,0,1
MSC,0,1,0
MSCFX,0,1,0
MSCI,1,0,1
MSEGX,0,1,0
MSEQX,0,1,0
MSFT,1,0,1
MSGE,1,0,0
MSGS,1,0,0
MSI,1,0,1
MSIGX,0,1,0
MSLOY,1,0,1
MSM,1,0,1
MSMLX,0,1,0
MSSGX,0,1,0
MSSMY,1,0,1
MSTIX,0,1,0
MSTR,1,0,1
MSTY,0,1,0
MSUAX,0,1,0
MSUSX,0,1,0
MSUXX,0,1,0
MSVCX,0,1,0
MT,1,0,1
MTAGF,1,0,1
MTB,1,0,1
MTBDX,0,1,0
MTBIX,0,1,0
MTCH,1,0,1
MTCIX,0,1,1
MTD,1,0,1
MTDR,1,0,1
MTFGX,0,1,0
MTG,1,0,0
MTGE,0,1,0
MTH,1,0,1
MTHRY,1,0,1
MTLIX,0,1,0
MTMAX,0,1,0
MTMIX,0,1,0
MTN,1,0,0
MTNB,0,1,0
MTRN,0,1,0
MTSFY,1,0,1
MTSI,1,0,0
MTUAY,1,0,1
MTUM,1,0,0
MTW,1,0,0
MTX,1,0,1
MTZ,1,0,1
MU,1,0,1
MUA,1,0,1
MUB,1,0,0
MUC,1,0,0
MUFG,1,0,0
MULSX,0,1,0
MUNEX,0,1,0
MUNI,0,1,1
MUR,1,0,1
MURGY,1,0,0
MURIX,0,1,0
MURJX,0,1,0
MURMX,0,1,0
MURNX,0,1,0
MUSA,1,0,1
MUTHX,0,1,0
MVBF,0,0,1
MVCAX,0,1,0
MVCKX,0,1,0
MVIAX,0,1,0
MVTIX,0,1,0
MWA,1,0,1
MWCIX,0,1,0
MWECX,0,1,0
MWEFX,0,1,0
MWNIX,0,1,0
MWTIX,0,1,0
MWTRX,0,1,0
MWTSX,0,1,0
MX,1,0,1
MXC,0,1,0
MXL,1,0,1
MYE,1,0,1
MYFRX,0,1,0
MYGN,0,1,0
MYRG,1,0,0
MZDAY,1,0,0
MZOR,1,0,1
NABL,0,0,1
NABZY,1,0,1
NAC,0,1,0
NACP,0,1,0
NAD,0,1,0
NAMAX,0,1,0
NAN,0,0,1
NASDX,0,1,0
NAT,1,0,0
NATH,0,1,0
NATL,0,0,1
NAVI,1,0,0
NBGIX,0,1,1
NBHC,1,0,1
NBIAX,0,1,0
NBIX,1,0,1
NBN,0,0,1
NBPIX,0,1,0
NBR,1,0,1
NCBDY,1,0,1
NCC,0,0,1
NCLH,1,0,1
NCLTY,1,0,1
NCRLX,0,1,0
NDAQ,1,0,1
NDBKY,1,0,1
NDEKY,1,0,1
NDSN,1,0,1
NDVIX,0,1,0
NE,1,0,0
NEAIX,0,1,0
NEAR,1,0,0
NEE,1,0,1
NEFFX,0,1,0
NEM,1,0,1
NEO,1,0,1
NEOG,1,0,0
NERYX,0,1,0
NESR,1,0,0
NET,1,0,1
NEU,1,0,1
NEWT,1,0,1
NEXOY,1,0,1
NEZYX,1,0,0
NFBK,0,1,0
NFE,1,0,0
NFEAX,0,1,0
NFFFX,1,0,0
NFG,1,0,1
NFLX,1,0,1
NFO,1,0,0
NFRAX,1,0,0
NFRIX,1,0,0
NFX,1,0,1
NGEN,0,0,1
NGG,1,0,1
NGIPX,1,0,0
NGL,1,0,1
NGLOY,0,1,0
NGS,1,0,1
NGVT,1,0,0
NHI,1,0,1
NHMAX,0,1,0
NHTC,0,1,0
NI,1,0,1
NICE,1,0,0
NICHX,0,1,0
NICSX,0,1,0
NIEYX,0,1,0
NIMEX,0,1,0
NINOY,1,0,0
NIO,1,0,1
NJDCY,1,0,0
NJR,1,0,0
NKE,1,0,1
NKRKY,0,1,0
NKTR,1,0,1
NLSAX,0,1,0
NLY,1,0,1
NMANX,0,1,0
NMBL,1,0,0
NMFC,1,0,1
NMIH,1,0,0
NML,1,0,1
NMM,1,0,0
NMR,1,0,0
NMRK,1,0,1
NMT,0,0,1
NMVAX,0,1,0
NMVZX,1,0,1
NN,0,0,1
NNBR,0,0,1
NNDM,0,1,0
NNGPF,1,0,1
NNGRY,1,0,1
NNN,1,0,0
NNVC,1,0,1
NOBL,0,1,0
NOC,1,0,1
NOG,1,0,1
NOK,1,0,1
NOKBF,1,0,1
NORW,1,0,0
NOSIX,0,1,0
NOTV,1,0,1
NOV,1,0,1
NOVT,1,0,1
NOW,1,0,1
NP,1,0,1
NPK,1,0,1
NPNAX,0,1,0
NPO,1,0,1
NPPNY,0,1,1
NPSNY,1,0,1
NPSRX,0,1,0
NPWZ,0,1,0
NQGIX,0,1,0
NRDBY,1,0,0
NRDY,1,0,1
NRG,1,0,1
NRILY,1,0,0
NRO,0,1,0
NRP,1,0,1
NSA,1,0,0
NSANY,1,0,0
NSBRX,0,1,0
NSC,1,0,1
NSIT,1,0,1
NSP,1,0,0
NSRGY,1,0,1
NSVAX,0,1,0
NTAP,1,0,1
NTCT,1,0,1
NTDOF,1,0,0
NTDOY,1,0,1
NTES,1,0,1
NTF,0,1,0
NTFIX,0,1,0
NTGR,0,1,0
NTLA,1,0,1
NTNX,1,0,0
NTOIY,1,0,0
NTR,1,0,0
NTRA,1,0,0
NTRP,1,0,0
NTRS,1,0,1
NTST,1,0,0
NTSX,0,1,0
NTTYY,1,0,0
NU,1,0,1
NUE,1,0,1
NULC,1,0,0
NULG,1,0,0
NULV,1,0,0
NUMG,0,1,0
NUMV,0,1,0
NUS,1,0,0
NUSC,0,1,0
NUVBX,0,1,0
NVAX,1,0,0
NVCR,1,0,0
NVDA,1,0,1
NVDQ,1,0,1
NVG,1,0,0
NVGS,1,0,0
NVO,1,0,1
NVR,1,0,1
NVS,1,0,1
NVST,1,0,1
NVT,1,0,1
NVVE,1,0,0
NVZMY,1,0,1
NWBI,1,0,0
NWE,1,0,0
NWFFX,0,1,0
NWG,1,0,0
NWKDX,0,1,0
NWL,1,0,1
NWN,1,0,1
NWS,1,0,1
NWSA,1,0,1
NWXUX,0,1,0
NX,0,1,0
NXPI,1,0,1
NXRT,1,0,1
NXST,1,0,1
NYC,0,0,1
NYT,1,0,0
NYVTX,0,1,0
NZF,0,1,0
NZTCF,1,0,1
O,1,0,1
OA,1,0,0
OACP,0,1,0
OAEM,0,1,0
OAIM,0,1,0
OAKEX,0,1,0
OAKGX,1,0,0
OAKLX,0,1,0
OALC,0,1,0
OANEX,0,1,0
OANGX,0,1,0
OANLX,0,1,0
OANMX,0,1,0
OARDX,0,1,0
OASC,0,1,0
OAYBX,0,1,0
OAYIX,0,1,0
OAZIX,0,1,0
OBE,0,1,0
OBSIX,0,1,0
OC,1,0,1
OCDDY,1,0,0
OCFC,1,0,1
OCGN,1,0,0
OCIP,0,0,1
OCLCF,1,0,1
ODC,0,1,0
ODFL,1,0,1
ODIYX,0,1,0
ODMAX,0,1,0
OEC,1,0,0
OEF,0,1,0
OEI,0,0,1
OFG,0,1,0
OFVIX,0,1,0
OGE,1,0,0
OGFGF,1,0,1
OGIYX,0,1,0
OGLCX,0,1,0
OGLYX,1,0,0
OGMYX,0,1,0
OGN,1,0,1
OGS,1,0,0
OHI,1,0,0
OI,1,0,0
OIBYX,0,1,0
OIEIX,0,1,0
OIEJX,0,1,0
OIGYX,0,1,0
OIH,1,0,0
OII,1,0,1
OIL,1,0,0
OIS,0,1,0
OKE,1,0,1
OKTA,1,0,1
OLCB,1,0,0
OLCLY,1,0,0
OLED,1,0,1
OLLI,1,0,1
OLN,1,0,0
OLP,1,0,1
OLPX,1,0,0
OLYMY,1,0,0
OMBXX,0,1,0
OMC,1,0,1
OMCL,1,0,1
OMEAX,0,1,0
OMF,1,0,0
OMFL,0,1,0
OMRNY,1,0,1
OMSOX,0,1,0
OMVKY,1,0,0
ON,1,0,1
ONB,1,0,0
ONCO,0,0,1
ONEQ,1,0,0
ONEW,1,0,1
ONL,0,1,0
ONLN,0,1,0
ONON,1,0,0
ONTO,1,0,1
OOSYX,0,1,0
OPCH,1,0,0
OPEN,1,0,0
OPGIX,0,1,0
OPHLY,1,0,1
OPI,0,1,0
OPK,1,0,0
OPMYX,0,1,0
OPPAX,0,1,0
OPPEX,0,1,0
OPTFX,0,1,0
OPY,1,0,0
ORA,1,0,1
ORCL,1,0,1
OREYX,0,1,0
ORI,1,0,1
ORIG,0,1,0
ORIYX,0,1,0
ORKLY,1,0,0
ORLCF,0,1,0
ORLY,1,0,1
ORMP,1,0,0
OSAGF,0,1,0
OSCIX,0,1,0
OSCV,0,1,0
OSGIX,0,1,0
OSIS,1,0,0
OSK,1,0,1
OSMYX,0,1,0
OSUR,1,0,1
OSW,1,0,1
OTCKX,0,1,0
OTCM,1,0,1
OTEX,1,0,1
OTIS,1,0,1
OTSKY,1,0,0
OTTR,1,0,1
OUNZ,1,0,0
OUSA,0,1,0
OUT,1,0,1
OVCHY,1,0,1
OVV,1,0,0
OWL,1,0,0
OWNS,0,1,0
OXBR,1,0,0
OXM,1,0,0
OXY,1,0,1
OZK,1,0,0
OZKAP,1,0,0
P,1,0,0
PAA,1,0,1
PAAS,1,0,1
PAC,1,0,0
PACB,0,1,0
PAG,1,0,0
PAGP,1,0,1
PAGS,1,0,0
PAHC,1,0,1
PAL,1,0,1
PALL,1,0,0
PAM,1,0,0
PAMCX,0,1,0
PAMT,0,0,1
PANW,1,0,1
PAR,1,0,1
PAREX,0,1,0
PARMX,1,0,0
PARNX,0,1,0
PARR,1,0,1
PASAX,0,1,0
PASO,1,0,0
PATAX,0,1,0
PATH,0,1,0
PATK,1,0,1
PAUAX,0,1,0
PAVE,1,0,0
PAXWX,0,1,0
PAY,1,0,1
PAYC,1,0,1
PAYX,1,0,1
PB,1,0,0
PBA,1,0,1
PBAIX,0,1,0
PBCKX,0,1,0
PBDAX,0,1,0
PBE,0,1,0
PBF,1,0,1
PBH,1,0,1
PBI,1,0,0
PBJ,1,0,0
PBLAX,0,1,0
PBR,1,0,1
PBR-A,1,0,0
PBSFY,1,0,0
PBYI,1,0,0
PCAR,1,0,1
PCBIX,0,1,0
PCEF,0,1,0
PCEMX,0,1,0
PCEXX,0,1,0
PCG,1,0,1
PCGYX,0,1,0
PCIEX,0,1,0
PCL,1,0,1
PCLCX,0,1,0
PCLIX,0,1,0
PCLN,0,0,1
PCLPX,1,0,0
PCLVX,0,1,0
PCNNX,1,0,0
PCOR,0,1,0
PCOXX,0,1,0
PCRIX,0,1,0
PCRX,1,0,1
PCSGX,0,1,0
PCSIX,0,1,0
PCSVX,0,1,0
PCTY,1,0,0
PCVAX,0,1,0
PCVX,1,0,1
PCY,1,0,0
PD,1,0,1
PDBAX,0,1,0
PDBC,1,0,0
PDBSX,0,1,0
PDBZX,0,1,0
PDD,1,0,1
PDEX,0,0,1
PDFS,0,1,1
PDIFX,0,1,0
PDM,1,0,0
PDN,0,1,0
PDRDF,1,0,1
PDRDX,0,1,0
PDS,1,0,1
PDVYX,0,1,0
PDYN,0,1,0
PEB,1,0,1
PEBIX,0,1,0
PEBO,1,0,1
PECO,1,0,0
PEEAX,0,1,0
PEG,1,0,1
PEGA,1,0,0
PEIIX,0,1,0
PEIYX,0,1,0
PEJ,1,0,0
PELBX,0,1,0
PEMGX,0,1,0
PEMPX,0,1,0
PEMYX,0,1,0
PEN,1,0,0
PENG,0,1,0
PENN,1,0,0
PEP,1,0,1
PERI,1,0,0
PESPX,0,1,0
PETS,0,1,0
PEY,1,0,1
PF,1,0,0
PFBPX,0,1,0
PFE,1,0,1
PFF,1,0,1
PFFD,0,1,0
PFFV,1,0,0
PFG,1,0,1
PFGC,1,0,1
PFINX,0,1,0
PFIX,0,1,0
PFOAX,0,1,0
PFPNX,0,1,0
PFPWX,0,1,0
PFS,1,0,1
PFSIX,0,1,0
PFXF,0,1,0
PG,1,0,1
PGBHX,0,1,0
PGC,1,0,1
PGDPX,0,1,0
PGF,1,0,0
PGGAX,0,1,0
PGH,1,0,1
PGINX,0,1,0
PGNY,1,0,0
PGOAX,0,1,0
PGR,1,0,1
PGRNX,0,1,0
PGROX,0,1,0
PGSYX,0,1,0
PGTYX,0,1,0
PGX,1,0,0
PGZ,1,0,0
PH,1,0,1
PHB,1,0,0
PHG,1,0,1
PHI,1,0,0
PHIN,1,0,1
PHIO,0,1,0
PHIYX,0,1,0
PHM,1,0,1
PHO,0,1,0
PHR,1,0,1
PHRIX,0,1,0
PHTFX,0,1,0
PHTJX,0,1,0
PHYS,0,1,0
PHYTX,0,1,0
PHYZX,0,1,0
PI,1,0,1
PIAIF,1,0,1
PICK,1,0,0
PICYX,0,1,0
PID,0,1,0
PIDIX,0,1,0
PIFZX,0,1,0
PIGFX,0,1,0
PIGIX,0,1,0
PII,1,0,1
PIMIX,1,0,0
PIMSX,0,1,0
PINC,0,1,0
PINS,1,0,1
PIOCX,0,1,0
PIODX,0,1,0
PIPFX,0,1,0
PIPNX,0,1,0
PIPR,0,1,0
PIREX,0,1,0
PJAN,0,1,0
PJP,1,0,0
PJT,1,0,0
PK,1,0,0
PKB,1,0,1
PKCOY,1,0,0
PKG,1,0,1
PKW,1,0,0
PKX,1,0,1
PL,1,0,1
PLAB,0,1,0
PLAY,1,0,0
PLCE,1,0,0
PLCIX,0,1,0
PLD,1,0,1
PLDPX,0,1,0
PLFIX,0,1,0
PLGAX,0,1,0
PLNT,1,0,1
PLOIX,0,1,0
PLOW,1,0,0
PLT,1,0,1
PLTK,1,0,0
PLTQX,0,1,0
PLTR,1,0,1
PLUG,1,0,1
PLUS,1,0,0
PLW,0,1,0
PLXS,1,0,1
PM,1,0,1
PMDIX,0,1,0
PMDPX,0,1,0
PMI,1,0,0
PML,0,1,0
PMR,0,1,0
PMSBX,0,1,0
PMTU,0,0,1
PMUPX,0,1,0
PMYYX,0,1,0
PMZPX,0,1,0
PNC,1,0,1
PNCYX,0,1,0
PNFP,1,0,0
PNGAY,1,0,1
PNK,1,0,0
PNNT,1,0,0
PNOPX,0,1,0
PNPFF,1,0,1
PNQI,1,0,0
PNR,1,0,1
PNSIX,0,1,0
PNTG,0,1,0
PNW,1,0,0
POAHF,0,1,0
POAHY,1,0,0
PODD,1,0,1
POGRX,1,0,0
POM,0,1,0
PONCX,1,0,0
PONDX,0,1,0
PONPX,1,0,0
POOL,1,0,1
POR,1,0,1
PORIX,0,1,0
PORTX,0,1,0
POSIX,0,1,0
POST,1,0,1
POWI,1,0,1
PPA,1,0,1
PPC,1,0,0
PPERY,1,0,1
PPG,1,0,1
PPILX,0,1,0
PPL,1,0,1
PPLT,1,0,0
PPRUY,1,0,0
PPSIX,0,1,0
PQIAX,0,1,0
PQTIX,0,1,0
PR,1,0,0
PRA,1,0,1
PRAA,1,0,0
PRAPX,0,1,0
PRASX,0,1,0
PRBLX,0,1,0
PRCOX,0,1,0
PRE,1,0,1
PRF,0,1,0
PRFDX,0,1,0
PRFHX,1,0,0
PRFZ,0,1,0
PRGO,1,0,1
PRGS,1,0,0
PRGTX,1,0,0
PRHSX,1,0,0
PRHYX,0,1,0
PRI,1,0,1
PRIDX,0,1,0
PRIM,1,0,1
PRISX,0,1,0
PRJPX,0,1,0
PRK,0,1,0
PRKS,1,0,1
PRLAX,0,1,0
PRLB,1,0,0
PRMB,1,0,0
PRMSX,0,1,0
PRNDY,1,0,0
PRNEX,0,1,0
PRNHX,1,0,0
PROF,1,0,1
PROJ,1,0,0
PROSY,1,0,1
PROV,0,1,0
PRPFX,1,0,0
PRRIX,0,1,0
PRSNX,0,1,0
PRSVX,0,1,0
PRTA,1,0,0
PRTAX,0,1,0
PRTMX,0,1,0
PRTNX,0,1,0
PRU,1,0,1
PRVIX,0,1,0
PRWAX,0,1,0
PRWBX,0,1,0
PRWCX,0,1,0
PRWLX,0,1,0
PRYMY,1,0,1
PS,1,0,1
PSA,1,0,1
PSCF,0,1,0
PSCH,0,1,0
PSCI,0,1,0
PSCT,0,1,0
PSCX,0,1,0
PSDTX,0,1,0
PSEC,1,0,1
PSHAX,0,1,0
PSIX,1,0,0
PSKY,1,0,0
PSLDX,0,1,0
PSLV,0,1,0
PSMG,0,1,0
PSMIX,0,1,0
PSMMY,1,0,0
PSMR,0,1,0
PSMT,1,0,0
PSN,0,1,0
PSNL,1,0,0
PSO,1,0,1
PSOAX,0,1,0
PSOPX,0,1,0
PSP,0,1,0
PSQ,1,0,1
PSQH,0,0,1
PSRAX,0,1,0
PSTR,0,0,1
PSX,1,0,1
PSYGX,0,1,0
PTA,1,0,0
PTAIY,1,0,1
PTC,1,0,1
PTEN,1,0,1
PTEXX,0,1,0
PTHRF,0,1,0
PTON,1,0,1
PTRAX,0,1,0
PTSAX,0,1,0
PTSCX,0,1,0
PTSNX,0,1,0
PTTPX,0,1,0
PTY,0,1,0
PUBGY,1,0,0
PUCPX,0,1,0
PUCZX,0,1,0
PUI,0,1,0
PUK,1,0,1
PULS,0,1,0
PUMP,1,0,1
PUMSY,0,1,0
PUTKY,1,0,1
PUTW,1,0,1
PVAL,0,1,0
PVH,1,0,1
PWB,0,1,0
PWCDF,1,0,0
PWDIX,0,1,0
PWJQX,0,1,0
PWJZX,0,1,0
PWP,1,0,0
PWR,1,0,1
PWV,0,1,0
PXE,0,1,0
PXF,1,0,0
PXH,0,1,0
PXI,0,1,0
PXNIX,0,1,0
PXSGX,0,1,0
PYEMX,0,1,0
PYPL,1,0,1
PZA,0,1,0
PZI,0,1,0
PZIEX,0,1,0
PZTRX,0,1,0
Q,1,0,0
QABSY,1,0,0
QAI,0,1,0
QALGX,0,1,0
QBIEY,1,0,1
QCBMIX,0,1,0
QCGLIX,0,1,0
QCGRIX,0,1,0
QCILIX,0,1,0
QCLN,0,1,0
QCOM,1,0,1
QCP,1,0,0
QCRH,1,0,1
QCSCIX,0,1,0
QCSTIX,0,1,0
QCSTPX,0,1,0
QDEL,1,0,0
QDSIX,0,1,0
QFVIX,0,1,0
QGEN,1,0,1
QILGX,0,1,0
QLENX,0,1,0
QLTA,0,1,0
QLTI,0,0,1
QLYS,1,0,1
QMCO,1,0,0
QMHIX,0,1,0
QNST,0,1,0
QNT,0,1,0
QQMG,0,1,0
QQQ,1,0,1
QQQJ,0,1,0
QQQM,1,0,0
QQQX,0,1,0
QQXT,1,0,0
QREARX,0,1,0
QRVO,1,0,1
QS,1,0,0
QSR,1,0,1
QSY,1,0,1
QTEC,0,1,0
QTWO,1,0,1
QUAD,1,0,1
QUAL,0,1,0
QUAYX,0,1,0
QUAZX,0,1,0
QUBT,0,1,0
QUSIX,0,1,0
QWST,0,0,1
QYLD,1,0,0
R,1,0,1
RA,1,0,0
RACE,1,0,1
RAIIX,0,1,0
RAIL,0,1,0
RAL,1,0,1
RALS,1,0,0
RAMP,1,0,0
RAND,1,0,1
RANJY,1,0,1
RAPIX,0,1,0
RARE,1,0,0
RAYC,0,1,0
RBA,1,0,1
RBC,1,0,0
RBCAA,1,0,1
RBCGX,0,1,0
RBEHX,0,1,0
RBGLY,1,0,0
RBLX,1,0,1
RC,1,0,0
RCCSX,0,1,0
RCD,0,1,0
RCI,1,0,1
RCKY,1,0,0
RCL,1,0,1
RCON,1,0,0
RCRUY,0,1,1
RCS,1,0,1
RDDT,1,0,0
RDEIY,1,0,0
RDIV,1,0,0
RDJTX,0,1,0
RDNT,0,1,0
RDVY,1,0,0
RDW,0,1,0
RDY,1,0,1
REAVAX,0,1,0
RECS,0,1,0
RED,0,0,1
REE,1,0,1
REEAX,0,1,0
REEIX,0,1,0
REET,0,1,0
REFR,0,1,0
REG,1,0,1
REGL,1,0,0
REGN,1,0,1
REI,1,0,0
REIS,0,0,1
REIT,1,0,0
RELL,1,0,0
RELX,1,0,0
RELY,1,0,0
REMAX,0,1,0
REMSX,0,1,0
REMX,1,0,1
REMYY,0,1,0
REP,0,1,0
REPYY,1,0,0
RERCX,0,1,0
RERFX,0,1,0
RES,1,0,0
RESI,1,0,0
RETSX,0,1,0
REVB,1,0,1
REX,1,0,1
REXR,1,0,0
REYN,1,0,0
REZ,1,0,0
REZI,1,0,1
RF,1,0,1
RFATX,0,1,0
RFBSX,0,1,0
RFCTX,0,1,0
RFETX,0,1,0
RFHTX,0,1,0
RFI,1,0,1
RGA,1,0,0
RGACX,0,1,0
RGC,1,0,0
RGCO,1,0,0
RGCSX,0,1,0
RGEN,1,0,0
RGESX,0,1,0
RGHYX,0,1,0
RGI,0,1,0
RGISX,0,1,0
RGLD,1,0,1
RGNX,1,0,0
RGOIX,0,1,0
RGP,1,0,0
RGR,0,1,0
RGS,1,0,1
RGT,1,0,1
RGTI,1,0,0
RGVGX,0,1,0
RH,1,0,1
RHHBF,1,0,0
RHHBY,1,0,1
RHI,1,0,1
RHP,1,0,1
RHS,0,1,0
RIBIX,0,1,0
